Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Team,MP.1,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Expected_Ast,Expected_xAG,Expected_xA,Expected_A-xAG,Expected_KP,Expected_1/3,Expected_PPA,Expected_CrsPA,Expected_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err
William Saliba,fr FRA,DF,22.0,38.0,38,3420.0,38.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,0.2,1.8,16.0,157.0,6.0,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,Matches,Arsenal,,,,,,,,,,,,,,,,,2.0,10.0,3.0,30.0,0.26,0.08,0.2,0.67,10.5,0.0,0.0,0.0,1.6,1.6,0.16,0.4,0.4,2635.0,2851.0,92.4,43599.0,15948.0,1202.0,1274.0,94.3,1298.0,1373.0,94.5,104.0,150.0,69.3,1.0,0.2,0.9,0.8,6.0,175.0,6.0,1.0,157.0,2794.0,55.0,33.0,3.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,2635.0,2.0,11.0,29.0,0.76,26.0,0.0,1.0,2.0,0.0,0.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,41,26,28,12,1,20,27,74.1,7,32,17,15,29,70,81,3
Declan Rice,eng ENG,MF,24.0,38.0,37,3225.0,35.8,7.0,8.0,15.0,7.0,0.0,0.0,5.0,0.0,3.3,3.3,5.3,8.6,75.0,278.0,64.0,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,Matches,Arsenal,,,,,,,,,,,,,,,,,7.0,58.0,20.0,34.5,1.62,0.56,0.12,0.35,20.4,2.0,0.0,0.0,3.3,3.3,0.06,3.7,3.7,2041.0,2295.0,88.9,34242.0,9378.0,958.0,1031.0,92.9,910.0,975.0,93.3,137.0,210.0,65.2,8.0,5.3,4.8,2.7,47.0,240.0,39.0,2.0,278.0,2181.0,107.0,48.0,2.0,17.0,60.0,1.0,47.0,38.0,0.0,0.0,2041.0,7.0,26.0,100.0,2.79,71.0,16.0,3.0,5.0,0.0,5.0,12.0,0.33,6.0,5.0,0.0,1.0,0.0,0.0,83,51,37,38,8,32,57,56.1,25,37,11,26,44,127,52,0
Martin Ødegaard,no NOR,MF,24.0,35.0,35,3091.0,34.3,8.0,10.0,18.0,6.0,2.0,2.0,2.0,0.0,7.4,5.8,9.6,15.5,91.0,344.0,202.0,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,Matches,Arsenal,,,,,,,,,,,,,,,,,8.0,75.0,21.0,28.0,2.18,0.61,0.08,0.29,20.2,4.0,2.0,2.0,7.4,5.8,0.08,0.6,0.2,1692.0,2006.0,84.3,25780.0,7898.0,907.0,992.0,91.4,635.0,744.0,85.3,91.0,140.0,65.0,10.0,9.6,11.2,0.4,102.0,160.0,130.0,13.0,344.0,1887.0,103.0,55.0,39.0,3.0,77.0,13.0,26.0,21.0,1.0,0.0,1692.0,16.0,38.0,220.0,6.41,178.0,17.0,8.0,10.0,6.0,1.0,23.0,0.67,18.0,2.0,0.0,2.0,1.0,0.0,49,17,18,21,10,17,58,29.3,41,23,1,22,15,64,5,0
Ben White,eng ENG,DF,25.0,37.0,35,2988.0,33.2,4.0,4.0,8.0,4.0,0.0,0.0,8.0,0.0,1.2,1.2,3.8,5.0,44.0,192.0,162.0,0.12,0.12,0.24,0.12,0.24,0.03,0.11,0.15,0.03,0.15,Matches,Arsenal,,,,,,,,,,,,,,,,,4.0,13.0,6.0,46.2,0.39,0.18,0.31,0.67,13.2,0.0,0.0,0.0,1.2,1.2,0.09,2.8,2.8,1828.0,2177.0,84.0,28002.0,9801.0,999.0,1099.0,90.9,713.0,832.0,85.7,85.0,171.0,49.7,4.0,3.8,3.7,0.2,38.0,172.0,45.0,10.0,192.0,1922.0,251.0,46.0,5.0,11.0,57.0,205.0,0.0,0.0,0.0,0.0,1828.0,4.0,21.0,86.0,2.59,76.0,5.0,1.0,2.0,0.0,2.0,7.0,0.21,6.0,0.0,0.0,1.0,0.0,0.0,48,28,20,22,6,26,58,44.8,32,48,22,26,32,80,77,1
Bukayo Saka,eng ENG,FW,21.0,35.0,35,2919.0,32.4,16.0,9.0,25.0,10.0,6.0,6.0,4.0,0.0,15.5,10.8,10.5,21.2,155.0,126.0,508.0,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,Matches,Arsenal,,,,,,,,,,,,,,,,,16.0,102.0,31.0,30.4,3.14,0.96,0.1,0.32,16.3,0.0,6.0,6.0,15.5,10.8,0.11,0.5,-0.8,1143.0,1512.0,75.6,16891.0,4402.0,705.0,793.0,88.9,331.0,427.0,77.5,80.0,183.0,43.7,9.0,10.5,11.0,-1.5,91.0,39.0,73.0,12.0,126.0,1365.0,138.0,7.0,4.0,3.0,181.0,12.0,119.0,99.0,0.0,0.0,1143.0,9.0,50.0,188.0,5.8,137.0,26.0,10.0,9.0,4.0,2.0,21.0,0.65,16.0,2.0,1.0,1.0,1.0,0.0,66,35,22,24,20,26,59,44.1,33,43,2,41,15,81,24,1
Gabriel Magalhães,br BRA,DF,25.0,36.0,34,3044.0,33.8,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.3,4.3,0.7,5.0,13.0,117.0,8.0,0.12,0.0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15,Matches,Arsenal,,,,,,,,,,,,,,,,,4.0,31.0,10.0,32.3,0.92,0.3,0.13,0.4,7.9,0.0,0.0,0.0,4.3,4.3,0.14,-0.3,-0.3,1914.0,2157.0,88.7,32123.0,10388.0,841.0,885.0,95.0,942.0,1013.0,93.0,108.0,199.0,54.3,0.0,0.7,0.7,-0.7,3.0,143.0,9.0,1.0,117.0,2030.0,122.0,53.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1914.0,5.0,22.0,23.0,0.68,20.0,1.0,0.0,1.0,0.0,1.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,48,28,24,22,2,17,22,77.3,5,44,33,11,31,79,100,1
David Raya,es ESP,GK,27.0,32.0,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,,24.0,0.75,69.0,45.0,68.1,23.0,4.0,5.0,16.0,50.0,3.0,2.0,1.0,0.0,33.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,800.0,1068.0,74.9,19691.0,14108.0,228.0,231.0,98.7,387.0,391.0,99.0,183.0,439.0,41.7,0.0,0.0,0.1,0.0,0.0,30.0,0.0,0.0,2.0,898.0,167.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,3.0,2.0,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,8,5
Kai Havertz,de GER,"MF,FW",24.0,37.0,30,2634.0,29.3,13.0,7.0,20.0,12.0,1.0,1.0,11.0,0.0,12.3,11.6,4.4,15.9,55.0,99.0,191.0,0.44,0.24,0.68,0.41,0.65,0.42,0.15,0.57,0.39,0.54,Matches,Arsenal,,,,,,,,,,,,,,,,,13.0,68.0,27.0,39.7,2.32,0.92,0.18,0.44,12.4,0.0,1.0,1.0,12.3,11.6,0.17,0.7,0.4,764.0,955.0,80.0,9583.0,2405.0,525.0,609.0,86.2,195.0,245.0,79.6,7.0,15.0,46.7,7.0,4.4,4.3,2.6,46.0,65.0,29.0,1.0,99.0,938.0,12.0,3.0,2.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,764.0,5.0,16.0,106.0,3.62,87.0,0.0,3.0,8.0,6.0,2.0,22.0,0.75,16.0,0.0,2.0,2.0,2.0,0.0,35,15,7,21,7,14,39,35.9,25,26,1,25,20,55,22,0
Gabriel Martinelli,br BRA,FW,22.0,35.0,24,2019.0,22.4,6.0,4.0,10.0,6.0,0.0,0.0,1.0,0.0,6.8,6.8,6.1,12.9,127.0,65.0,345.0,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58,Matches,Arsenal,,,,,,,,,,,,,,,,,6.0,58.0,20.0,34.5,2.59,0.89,0.1,0.3,15.6,0.0,0.0,0.0,6.8,6.8,0.12,-0.8,-0.8,724.0,929.0,77.9,11003.0,2008.0,424.0,490.0,86.5,237.0,292.0,81.2,47.0,85.0,55.3,4.0,6.1,5.2,-2.1,46.0,22.0,33.0,7.0,65.0,878.0,49.0,3.0,3.0,3.0,109.0,11.0,35.0,30.0,0.0,0.0,724.0,2.0,29.0,92.0,4.1,63.0,6.0,12.0,8.0,1.0,2.0,11.0,0.49,7.0,1.0,1.0,2.0,0.0,0.0,30,24,9,12,9,13,32,40.6,19,23,1,22,5,35,9,1
Oleksandr Zinchenko,ua UKR,DF,26.0,27.0,20,1722.0,19.1,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,2.5,3.1,40.0,229.0,58.0,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,Matches,Arsenal,,,,,,,,,,,,,,,,,1.0,17.0,3.0,17.6,0.89,0.16,0.06,0.33,24.0,0.0,0.0,0.0,0.6,0.6,0.03,0.4,0.4,1374.0,1568.0,87.6,23132.0,6928.0,653.0,706.0,92.5,601.0,667.0,90.1,95.0,134.0,70.9,2.0,2.5,2.9,-0.5,29.0,154.0,49.0,4.0,229.0,1395.0,165.0,46.0,11.0,5.0,30.0,119.0,0.0,0.0,0.0,0.0,1374.0,8.0,14.0,67.0,3.5,64.0,1.0,1.0,1.0,0.0,0.0,6.0,0.31,5.0,1.0,0.0,0.0,0.0,0.0,50,30,19,24,7,35,52,67.3,17,18,3,15,20,70,26,2
Leandro Trossard,be BEL,"FW,MF",28.0,34.0,18,1649.0,18.3,12.0,1.0,13.0,12.0,0.0,0.0,2.0,0.0,7.9,7.9,2.8,10.7,66.0,76.0,155.0,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,Matches,Arsenal,,,,,,,,,,,,,,,,,12.0,60.0,22.0,36.7,3.27,1.2,0.2,0.55,16.1,0.0,0.0,0.0,7.9,7.9,0.13,4.1,4.1,494.0,673.0,73.4,7666.0,1927.0,271.0,315.0,86.0,181.0,241.0,75.1,31.0,60.0,51.7,1.0,2.8,3.2,-1.8,24.0,28.0,29.0,4.0,76.0,625.0,46.0,6.0,8.0,2.0,57.0,8.0,24.0,22.0,0.0,0.0,494.0,2.0,30.0,65.0,3.55,46.0,3.0,7.0,5.0,4.0,0.0,6.0,0.33,1.0,1.0,2.0,0.0,2.0,0.0,27,16,8,9,10,9,25,36.0,16,27,1,26,8,35,6,0
Gabriel Jesus,br BRA,FW,26.0,27.0,17,1478.0,16.4,4.0,5.0,9.0,4.0,0.0,0.0,6.0,0.0,6.3,6.3,3.8,10.1,38.0,42.0,155.0,0.24,0.3,0.55,0.24,0.55,0.39,0.23,0.62,0.39,0.62,Matches,Arsenal,,,,,,,,,,,,,,,,,4.0,55.0,19.0,34.5,3.35,1.16,0.07,0.21,12.2,0.0,0.0,0.0,6.3,6.3,0.12,-2.3,-2.3,403.0,513.0,78.6,5315.0,971.0,259.0,306.0,84.6,111.0,140.0,79.3,10.0,16.0,62.5,5.0,3.8,3.2,1.2,29.0,18.0,19.0,1.0,42.0,482.0,23.0,2.0,8.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,403.0,8.0,18.0,59.0,3.59,37.0,1.0,9.0,5.0,3.0,4.0,8.0,0.49,4.0,1.0,1.0,1.0,1.0,0.0,24,17,11,5,8,5,18,27.8,13,23,1,22,13,37,12,0
Jakub Kiwior,pl POL,DF,23.0,20.0,11,946.0,10.5,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.7,4.0,55.0,16.0,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,Matches,Arsenal,,,,,,,,,,,,,,,,,1.0,6.0,2.0,33.3,0.57,0.19,0.17,0.5,13.8,0.0,0.0,0.0,0.8,0.8,0.14,0.2,0.2,523.0,625.0,83.7,8555.0,3042.0,270.0,303.0,89.1,214.0,249.0,85.9,34.0,58.0,58.6,3.0,0.9,0.6,2.1,6.0,43.0,8.0,3.0,55.0,550.0,73.0,6.0,1.0,1.0,12.0,67.0,0.0,0.0,0.0,0.0,523.0,2.0,2.0,13.0,1.24,10.0,2.0,0.0,0.0,1.0,0.0,4.0,0.38,3.0,1.0,0.0,0.0,0.0,0.0,20,12,11,8,1,14,19,73.7,5,11,3,8,8,28,28,1
Takehiro Tomiyasu,jp JPN,DF,24.0,22.0,10,1149.0,12.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,1.5,1.5,0.4,1.9,17.0,72.0,37.0,0.16,0.08,0.23,0.16,0.23,0.12,0.03,0.15,0.12,0.15,Matches,Arsenal,,,,,,,,,,,,,,,,,2.0,17.0,3.0,17.6,1.33,0.23,0.12,0.67,14.9,0.0,0.0,0.0,1.5,1.5,0.09,0.5,0.5,574.0,697.0,82.4,8941.0,2520.0,306.0,342.0,89.5,229.0,267.0,85.8,27.0,56.0,48.2,1.0,0.4,0.8,0.6,6.0,60.0,10.0,3.0,72.0,615.0,80.0,7.0,2.0,2.0,14.0,73.0,0.0,0.0,0.0,0.0,574.0,2.0,11.0,17.0,1.33,16.0,0.0,0.0,1.0,0.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,20,9,15,4,1,11,18,61.1,7,10,4,6,18,38,33,0
Eddie Nketiah,eng ENG,FW,24.0,27.0,10,1082.0,12.0,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,4.5,4.5,0.8,5.4,22.0,20.0,77.0,0.42,0.17,0.58,0.42,0.58,0.38,0.07,0.45,0.38,0.45,Matches,Arsenal,,,,,,,,,,,,,,,,,5.0,38.0,12.0,31.6,3.16,1.0,0.13,0.42,12.7,0.0,0.0,0.0,4.5,4.5,0.12,0.5,0.5,168.0,215.0,78.1,2332.0,267.0,98.0,118.0,83.1,60.0,72.0,83.3,3.0,4.0,75.0,2.0,0.8,0.7,1.2,9.0,7.0,5.0,0.0,20.0,199.0,16.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,168.0,0.0,10.0,28.0,2.33,17.0,0.0,3.0,5.0,3.0,0.0,8.0,0.67,3.0,0.0,1.0,1.0,3.0,0.0,12,7,2,6,4,2,7,28.6,5,11,0,11,4,16,4,0
Jorginho,it ITA,MF,31.0,24.0,10,921.0,10.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.4,1.5,8.0,101.0,8.0,0.0,0.2,0.2,0.0,0.2,0.01,0.13,0.14,0.01,0.14,Matches,Arsenal,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,0.39,0.0,0.0,,24.6,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,699.0,785.0,89.0,11386.0,3439.0,360.0,380.0,94.7,280.0,310.0,90.3,45.0,59.0,76.3,2.0,1.4,2.1,0.6,10.0,81.0,25.0,1.0,101.0,759.0,18.0,13.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,699.0,8.0,5.0,27.0,2.64,25.0,0.0,0.0,1.0,0.0,1.0,5.0,0.49,5.0,0.0,0.0,0.0,0.0,0.0,24,10,6,10,8,11,23,47.8,12,17,1,16,12,36,7,1
Thomas Partey,gh GHA,"MF,DF",30.0,14.0,9,788.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.7,15.0,72.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches,Arsenal,,,,,,,,,,,,,,,,,0.0,8.0,2.0,25.0,0.91,0.23,0.0,0.0,20.7,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,570.0,636.0,89.6,9177.0,2564.0,298.0,321.0,92.8,224.0,243.0,92.2,37.0,54.0,68.5,0.0,0.3,0.6,-0.3,6.0,61.0,14.0,2.0,72.0,609.0,24.0,14.0,3.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,570.0,3.0,3.0,25.0,2.86,24.0,0.0,0.0,0.0,1.0,0.0,4.0,0.46,4.0,0.0,0.0,0.0,0.0,0.0,14,11,9,4,1,5,10,50.0,5,9,3,6,11,25,9,0
Aaron Ramsdale,eng ENG,GK,25.0,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,,5.0,0.83,14.0,9.0,64.3,5.0,1.0,0.0,2.0,33.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,131.0,188.0,69.7,3303.0,2420.0,38.0,38.0,100.0,61.0,62.0,98.4,32.0,86.0,37.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,153.0,35.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2
Emile Smith Rowe,eng ENG,MF,23.0,13.0,3,353.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,2.2,11.0,23.0,18.0,0.0,0.25,0.25,0.0,0.25,0.5,0.06,0.56,0.5,0.56,Matches,Arsenal,,,,,,,,,,,,,,,,,0.0,15.0,5.0,33.3,3.82,1.27,0.0,0.0,15.6,0.0,0.0,0.0,2.0,2.0,0.13,-2.0,-2.0,188.0,213.0,88.3,2449.0,496.0,128.0,143.0,89.5,54.0,57.0,94.7,1.0,4.0,25.0,1.0,0.2,0.4,0.8,4.0,13.0,11.0,0.0,23.0,207.0,6.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,188.0,0.0,2.0,13.0,3.31,10.0,1.0,0.0,1.0,1.0,0.0,2.0,0.51,1.0,1.0,0.0,0.0,0.0,0.0,4,1,2,2,0,2,4,50.0,2,3,1,2,3,7,1,0
Fabio Vieira,pt POR,"MF,FW",23.0,11.0,2,297.0,3.3,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.3,0.5,1.6,2.1,12.0,15.0,30.0,0.3,0.61,0.91,0.0,0.61,0.38,0.49,0.87,0.14,0.64,Matches,Arsenal,,,,,,,,,,,,,,,,,1.0,6.0,1.0,16.7,1.82,0.3,0.0,0.0,18.0,0.0,1.0,1.0,1.3,0.5,0.08,-0.3,-0.5,122.0,150.0,81.3,1969.0,421.0,67.0,75.0,89.3,44.0,53.0,83.0,9.0,17.0,52.9,2.0,1.6,0.8,0.4,5.0,12.0,6.0,1.0,15.0,137.0,12.0,3.0,3.0,2.0,15.0,0.0,8.0,3.0,0.0,0.0,122.0,1.0,1.0,12.0,3.64,7.0,1.0,0.0,1.0,3.0,0.0,5.0,1.52,1.0,1.0,0.0,0.0,3.0,0.0,3,2,2,0,1,3,3,100.0,0,0,0,0,2,5,2,0
Reiss Nelson,eng ENG,FW,23.0,15.0,1,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,9.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.27,0.07,0.27,Matches,Arsenal,,,,,,,,,,,,,,,,,0.0,4.0,1.0,25.0,1.34,0.34,0.0,0.0,19.7,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,127.0,144.0,88.2,1674.0,298.0,80.0,83.0,96.4,31.0,36.0,86.1,6.0,12.0,50.0,0.0,0.6,0.4,-0.6,5.0,1.0,6.0,2.0,5.0,132.0,12.0,4.0,0.0,1.0,14.0,3.0,5.0,4.0,0.0,0.0,127.0,0.0,3.0,9.0,3.02,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6,5,1,3,8,10,80.0,2,5,1,4,1,10,5,0
Jurriën Timber,nl NED,DF,22.0,2.0,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,66.0,74.0,89.2,982.0,221.0,35.0,36.0,97.2,30.0,33.0,90.9,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,67.0,7.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,66.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1,0,0,0,,0,1,0,1,0,2,1,0
Cédric Soares,pt POR,DF,31.0,3.0,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,60.0,69.0,87.0,905.0,157.0,39.0,41.0,95.1,15.0,17.0,88.2,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,61.0,8.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mohamed Elneny,eg EGY,MF,31.0,3.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,Arsenal,,,,,,,,,,,,,,,,,0.0,2.0,1.0,50.0,6.43,3.21,0.0,0.0,25.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,39.0,40.0,97.5,624.0,147.0,18.0,19.0,94.7,21.0,21.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0,3.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Ethan Nwaneri,eng ENG,FW,16.0,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,Arsenal,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,15.0,18.0,83.3,209.0,56.0,10.0,13.0,76.9,5.0,5.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,6.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Mauro Bandeira,pt POR,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradley Ibrahim,eng ENG,MF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Jakob Hein,ee EST,GK,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Lewis-Skelly,eng ENG,MF,16.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Sagoe Jr,eng ENG,FW,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
